"subject_activity" "timesignal-bodyacceleration-mean-x" "timesignal-bodyacceleration-mean-y" "timesignal-bodyacceleration-mean-z" "timesignal-bodyacceleration-std-x" "timesignal-bodyacceleration-std-y" "timesignal-bodyacceleration-std-z" "timesignal-gravityacceleration-mean-x" "timesignal-gravityacceleration-mean-y" "timesignal-gravityacceleration-mean-z" "timesignal-gravityacceleration-std-x" "timesignal-gravityacceleration-std-y" "timesignal-gravityacceleration-std-z" "jerksignal-bodyacceleration-mean-x" "jerksignal-bodyacceleration-mean-y" "jerksignal-bodyacceleration-mean-z" "jerksignal-bodyacceleration-std-x" "jerksignal-bodyacceleration-std-y" "jerksignal-bodyacceleration-std-z" "timesignal-bodyangularvelocity-mean-x" "timesignal-bodyangularvelocity-mean-y" "timesignal-bodyangularvelocity-mean-z" "timesignal-bodyangularvelocity-std-x" "timesignal-bodyangularvelocity-std-y" "timesignal-bodyangularvelocity-std-z" "jerksignal-bodyangularvelocity-mean-x" "jerksignal-bodyangularvelocity-mean-y" "jerksignal-bodyangularvelocity-mean-z" "jerksignal-bodyangularvelocity-std-x" "jerksignal-bodyangularvelocity-std-y" "jerksignal-bodyangularvelocity-std-z" "timesignalmagnitude-bodyacceleration-mean" "timesignalmagnitude-bodyacceleration-std" "timesignalmagnitude-gravityacceleration-mean" "timesignalmagnitude-gravityacceleration-std" "jerksignalmagnitude-bodyacceleration-mean" "jerksignalmagnitude-bodyacceleration-std" "timesignalmagnitude-bodyangularvelocity-mean" "timesignalmagnitude-bodyangularvelocity-std" "jerksignalmagnitude-bodyangularvelocity-mean" "jerksignalmagnitude-bodyangularvelocity-std" "frecuencysignal-bodyacceleration-mean-x" "frecuencysignal-bodyacceleration-mean-y" "frecuencysignal-bodyacceleration-mean-z" "frecuencysignal-bodyacceleration-std-x" "frecuencysignal-bodyacceleration-std-y" "frecuencysignal-bodyacceleration-std-z" "frecuencyjerksignal-bodyacceleration-mean-x" "frecuencyjerksignal-bodyacceleration-mean-y" "frecuencyjerksignal-bodyacceleration-mean-z" "frecuencyjerksignal-bodyacceleration-std-x" "frecuencyjerksignal-bodyacceleration-std-y" "frecuencyjerksignal-bodyacceleration-std-z" "frecuencysignal-bodyangularvelocity-mean-x" "frecuencysignal-bodyangularvelocity-mean-y" "frecuencysignal-bodyangularvelocity-mean-z" "frecuencysignal-bodyangularvelocity-std-x" "frecuencysignal-bodyangularvelocity-std-y" "frecuencysignal-bodyangularvelocity-std-z" "frecuencysignalmagnitude-bodyacceleration-mean" "frecuencysignalmagnitude-bodyacceleration-std"
"subject3_walking_downstairs" 0.289630594688679 -0.0168891466173585 -0.103863586890566 -0.0340315077009434 0.0048181081425 -0.123811276316038 0.941313357877358 -0.164874161778302 -0.0754542316466038 -0.953401554811321 -0.932381995377358 -0.893617157169811 0.0798944950229481 0.00820957161273585 -0.0097871099334434 -0.0518646111018868 -0.13822325714717 -0.331130749358538 -0.0941405336165566 -0.0504794177198113 0.103778694669481 -0.336693880307547 -0.199452323471698 -0.313331883778302 -0.080347123984434 -0.0474092034457547 -0.0443382551353774 -0.409850688042453 -0.356996964365566 -0.407568719415094 0.000417996644811321 0.0417388899117925 0.000417996644811321 0.0417388899117925 -0.132924526053302 0.00672900978726415 -0.090382931220283 -0.156455272998113 -0.369040123884434 -0.361743797521226 -0.00481237827971698 0.00824126679292453 -0.131017574100472 -0.0492702160996226 -0.0621791662397642 -0.192932782019717 -0.0637868209264151 -0.161745499916981 -0.260203833003774 -0.127555256146288 -0.174427277613382 -0.402565817899528 -0.232331917234906 -0.173140993355189 -0.230312118271698 -0.375925060973915 -0.225869010271226 -0.407940719707547 0.112540376320283 -0.164584558169575
"subject3_walking_upstairs" 0.260788520250435 -0.0292871022174348 -0.121686022252609 -0.304308718757391 0.00192933313665217 -0.117390000002261 0.879707296695652 -0.295287442913043 -0.176601529768704 -0.945067152652174 -0.914337664391304 -0.89471810426087 0.0599417675452174 0.0177369498185217 0.00735914164217391 -0.466452435091304 -0.380612737612609 -0.645627161695652 0.00568538556521739 -0.0815843173821739 0.0492375647777391 -0.508036158863043 -0.334866095633478 -0.243770046614348 -0.100539621113478 -0.0367101463978261 -0.0594038355530435 -0.612517496608696 -0.680830966826087 -0.587381952 -0.112893783377304 -0.316431348656522 -0.112893783377304 -0.316431348656522 -0.458760817347826 -0.459727145043478 -0.21262816556013 -0.333447817669565 -0.635105798565217 -0.68532231026087 -0.371272447717391 -0.136672190485652 -0.345724377956087 -0.280981868382609 0.00431898449930435 -0.0766927407603478 -0.480483291313043 -0.400935584646913 -0.61012165573913 -0.500693106478261 -0.40225942703913 -0.680075615565217 -0.445633632773913 -0.449028777234783 -0.298027441112174 -0.53218690875087 -0.283925491124783 -0.298961976423044 -0.333428745713043 -0.415155331478261
"subject5_standing" 0.279661406666667 -0.0140726071292896 -0.105349586628415 -0.983941208579235 -0.921953364644809 -0.931718101693989 0.949444858360656 -0.123972719089617 0.14248579836612 -0.98594979147541 -0.961418489125683 -0.948916200546448 0.0744013493224044 0.00379021447200546 -0.00818446776169945 -0.979632261420765 -0.958390707322404 -0.979443935628415 -0.0275021338361749 -0.0629675838032787 0.077691181620765 -0.945877017103825 -0.962021993224044 -0.951068343606557 -0.098205839 -0.0418277368469945 -0.0505838228153005 -0.965047313442623 -0.979516747704918 -0.969881334699454 -0.948977993114754 -0.935413947377049 -0.948977993114754 -0.935413947377049 -0.975232156448087 -0.969730836557377 -0.940930575355191 -0.923191100710382 -0.976727393060109 -0.971920110874317 -0.981286193005464 -0.933938251256831 -0.95352229579235 -0.9852551415847 -0.920867267153005 -0.926213812896175 -0.979765009508197 -0.958599184754098 -0.976118400710382 -0.981433227103825 -0.961267958415301 -0.981470987978142 -0.94507665010929 -0.965511496885246 -0.950461923497268 -0.947275777431694 -0.960577046338798 -0.956102919125683 -0.948153531857924 -0.938872212349727
"subject5_sitting" 0.275291892309524 -0.0124230832767857 -0.110578665367262 -0.987336856190476 -0.927366149071429 -0.949364184166667 0.878293274285714 0.198752239875 0.103110641835655 -0.98517787327381 -0.950295181553571 -0.957266313809524 0.0762915691989881 -0.00200725071130952 0.000869228055238095 -0.986361318571429 -0.973325612380952 -0.984006028154762 -0.0379265308636905 -0.0790379600934524 0.0880064141964286 -0.983106887559524 -0.970978370654762 -0.96114102922619 -0.0937358821309524 -0.0409716258797024 -0.0503559031333333 -0.985630265178571 -0.986804179583333 -0.983273153095238 -0.957792699047619 -0.942037116607143 -0.957792699047619 -0.942037116607143 -0.983040973928571 -0.981114938095238 -0.954873840654762 -0.957850144345238 -0.987646854880952 -0.985449845119048 -0.986069940892857 -0.94215720027381 -0.963200400952381 -0.987962959464286 -0.924679888121429 -0.945795133690476 -0.986633826607143 -0.973750217380952 -0.98142185125 -0.987295526428571 -0.974785278630952 -0.98520286952381 -0.979263852559524 -0.974773599047619 -0.962718411785714 -0.984422383035714 -0.969142450059524 -0.964356975059524 -0.952906691654762 -0.945177569047619
"subject5_laying" 0.27220017968934 -0.0179108776070558 -0.109026585284264 -0.947190339187817 -0.86406756335533 -0.861196087730964 -0.36134241519797 0.810699812050761 0.251142963436548 -0.908438427208122 -0.859116533167513 -0.831476631416244 0.0830141703756345 0.0170512048706091 -0.0138078829835533 -0.979034790761421 -0.959891675736041 -0.976339154568528 -0.0105489357198477 -0.0702785217203046 0.135444197375635 -0.938087256091371 -0.956358180507614 -0.940704402994924 -0.101996796329949 -0.0416878189606599 -0.0636342682969543 -0.970301043045685 -0.978042906497462 -0.980462640304569 -0.812039874086294 -0.838386186395939 -0.812039874086294 -0.838386186395939 -0.973386906649746 -0.970315837918782 -0.895226520812183 -0.907874804467005 -0.979090913502538 -0.974342689898477 -0.955997411624365 -0.897462237736041 -0.908119799086294 -0.944301222588833 -0.85850679871066 -0.849836183882741 -0.978549925685279 -0.960475247005076 -0.972512947005076 -0.981603116091371 -0.962184571624365 -0.978884924771574 -0.936746339390863 -0.961301114670051 -0.947042798629442 -0.939362196649746 -0.954285463959391 -0.944376477309645 -0.890383124385787 -0.840998589695432
"subject5_walking" 0.279253627659878 -0.0199354047604338 -0.110660992841141 -0.196110094176375 -0.00453915456551935 -0.390441164158859 0.940288211853361 -0.170125321421792 0.0917197148569391 -0.962766743910387 -0.939453057535642 -0.931014809572301 0.0845967481148269 0.00210789472395112 -0.00508794785617312 -0.33942714737943 -0.235054554539491 -0.657699964780041 -0.0119289283872098 -0.0894939896689817 0.0832038375027088 -0.405940645549898 -0.459633615386558 -0.417116475680244 -0.108450149964521 -0.045797589027556 -0.0529390594958859 -0.450194232344196 -0.703352418126273 -0.480439463945418 -0.114437375185153 -0.23463759727442 -0.114437375185153 -0.23463759727442 -0.362119449577332 -0.343927877135438 -0.2680355762778 -0.394247567378615 -0.58597719401222 -0.64746029299389 -0.265757323934827 -0.0792372700802648 -0.489562536498982 -0.171954755484521 -0.0313729017850305 -0.389830923924644 -0.376309260429939 -0.287069988669735 -0.628795078132383 -0.36055740604776 -0.230357729727108 -0.685402536191446 -0.329468480180244 -0.547476489470468 -0.364075202416639 -0.43470369089002 -0.419469488501426 -0.491048379837067 -0.243405601931466 -0.350612494850509
"subject5_walking_downstairs" 0.288857394319728 -0.0126191813043537 -0.105947546904762 0.103952715340136 0.0268630571727891 -0.365459505034014 0.939031352789116 -0.0958489961639456 0.115796434628076 -0.953810952857143 -0.926212360204082 -0.928745073877551 0.0990462598591837 0.00100855140408163 -0.000512572485034013 -0.149291649811565 -0.126983277114286 -0.563262270591837 -0.0596894065156463 -0.0724335828542857 0.0848201892989796 -0.352294718122449 -0.443945352244898 -0.31956687722449 -0.0994889792985034 -0.0531831189443537 -0.0478036433987075 -0.431497894353741 -0.648571947278912 -0.360262259082313 0.0722183802312925 0.0642206497619048 0.0722183802312925 0.0642206497619048 -0.228500781969184 -0.154307561119048 -0.189734806367347 -0.347317698597959 -0.534824378707483 -0.573158378707483 -0.0481694155986395 -0.0042899432414966 -0.413459373952381 0.156789632508844 -0.0229677416326531 -0.392447701156463 -0.201515359265986 -0.189886842070068 -0.526978379884354 -0.171609726639456 -0.117532428655442 -0.598108552517007 -0.245324527237415 -0.486964691360544 -0.22515967303449 -0.389886438714286 -0.426809696122449 -0.417933633877551 0.0307157407346939 -0.0843675315346939
"subject5_walking_upstairs" 0.2728518839125 -0.029143720552125 -0.117928470425 -0.20804437124125 -0.037498276721875 -0.325128936325 0.92763023625 -0.2610257044375 0.0615069016658125 -0.952177205 -0.9213467624375 -0.905758519875 0.0753220655575 0.0066241446663125 -0.0138443215220625 -0.391457880825 -0.38505703905625 -0.7422249531875 0.061301393224375 -0.125301628728125 0.080290189896 -0.45346822656875 -0.4046013692175 -0.45039057879375 -0.136743738008125 -0.0388435414403125 -0.0606856986075 -0.52920451723125 -0.7556415571875 -0.58342663336875 -0.111716739892563 -0.276134679479625 -0.111716739892563 -0.276134679479625 -0.44339897865625 -0.459147294375 -0.2589936269775 -0.34824337415625 -0.6538776079375 -0.7237042905625 -0.28174641865 -0.16360536425875 -0.5168253911875 -0.181834240004375 -0.038505344944375 -0.28625105073125 -0.42768234249375 -0.41959100813125 -0.714854214125 -0.408758821009063 -0.38927502163625 -0.76877035075 -0.37919989736625 -0.5581595710625 -0.420439880015625 -0.481711418975 -0.33353640051375 -0.5130613284375 -0.31375566423125 -0.369136174975
"subject6_standing" 0.281798728325359 -0.0170370621197608 -0.108309814467943 -0.988494448373206 -0.945879771818182 -0.949264047416268 0.951008964832536 -0.134080446057416 -0.0271266213803828 -0.988012059808612 -0.97244825291866 -0.956641752057416 0.0740942102822967 0.00977886298774641 -0.00386854820267943 -0.985959355550239 -0.971183675502392 -0.981986920478469 -0.0275633930033493 -0.0676092467095694 0.0807992983875598 -0.966489476746412 -0.970662868947368 -0.970284163062201 -0.101064067842105 -0.0420376630047847 -0.0529822449449761 -0.972952556315789 -0.983362665023923 -0.982158593923445 -0.962641998564593 -0.954302655215311 -0.962641998564593 -0.954302655215311 -0.982391161483254 -0.976934904258373 -0.962129861435407 -0.950442272392344 -0.983295027320574 -0.978050149808612 -0.986974087368421 -0.95482030430622 -0.963737472679426 -0.989357258133971 -0.944495653827751 -0.945387700861244 -0.986090149425837 -0.971784953827751 -0.979455876746411 -0.987114403301435 -0.972648578851675 -0.98310556215311 -0.960483900526316 -0.972700850574163 -0.969370862870813 -0.968663590143541 -0.969803570334928 -0.973411898421053 -0.964059171722488 -0.956119525789474
"subject6_sitting" 0.270984375262376 -0.0102285842181188 -0.0980614492287129 -0.982287223663366 -0.939830592673267 -0.939884008366337 0.878481228811881 0.0751589206163366 0.170819060582277 -0.976709739108911 -0.958842295311881 -0.947968385653465 0.0751515768768812 0.00604049797064356 -0.00524379362940594 -0.985701457079208 -0.973524537326733 -0.979221829207921 -0.0385100274968812 -0.0765655543461881 0.077901670570297 -0.978450306435644 -0.960302341732673 -0.957053262524752 -0.0952640658415842 -0.0400416954987129 -0.051601622239396 -0.979526715247525 -0.983741340247525 -0.981688037821782 -0.955122929356436 -0.935594299287129 -0.955122929356436 -0.935594299287129 -0.982059588316832 -0.976427600445545 -0.945631875445545 -0.943748389405941 -0.985188951336634 -0.980113356584158 -0.98213642970297 -0.949655472425743 -0.956160860841584 -0.982541095643564 -0.938601819752475 -0.936144598069307 -0.985948406287129 -0.973896533960396 -0.976462828811881 -0.986769575247525 -0.975080117178218 -0.980619226831683 -0.972469777128713 -0.966321102079208 -0.957173948415842 -0.980555534851485 -0.957620685792079 -0.961200037178218 -0.949898421287129 -0.938670920549505
